unique_id,ds,y,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
ECC|000000000000030853_All Other,2021/8/1,50,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2021/9/1,0,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2021/10/1,0,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2021/11/1,0,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2021/12/1,0,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2022/1/1,0,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2022/2/1,0,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2022/3/1,0,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2022/4/1,500,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2022/5/1,0,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030853_All Other,2022/6/1,250,ECC,30853,ECC|000000000000030853,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2019/2/1,10250,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2019/3/1,4500,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2019/4/1,4650,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2019/5/1,6450,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2019/6/1,8000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2019/7/1,5150,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2019/8/1,5200,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1327
ECC|000000000000030873_All Other,2019/9/1,7250,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2019/10/1,5350,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2019/11/1,4400,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2019/12/1,6350,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2020/1/1,12250,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2020/2/1,11050,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2020/3/1,18000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1327
ECC|000000000000030873_All Other,2020/4/1,13250,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2020/5/1,7850,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2020/6/1,5400,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2020/7/1,11600,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2020/8/1,12600,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2020/9/1,12400,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1327
ECC|000000000000030873_All Other,2020/10/1,10800,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2020/11/1,8200,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2020/12/1,12800,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2021/1/1,14425,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2021/2/1,7200,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2021/3/1,10900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2021/4/1,6800,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2021/5/1,7050,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2021/6/1,5150,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2021/7/1,4450,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2021/8/1,9900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2021/9/1,9300,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2021/10/1,11900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2021/11/1,3900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1327
ECC|000000000000030873_All Other,2021/12/1,9850,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2022/1/1,4250,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2022/2/1,9350,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2022/3/1,4800,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2022/4/1,9150,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2022/5/1,3650,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2022/6/1,5850,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1327
ECC|000000000000030873_All Other,2022/7/1,5150,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2022/8/1,5000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2022/9/1,5300,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2022/10/1,4450,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2022/11/1,3900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2022/12/1,5000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2023/1/1,6250,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2023/2/1,6000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2023/3/1,6950,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2023/4/1,3150,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2023/5/1,5100,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2023/6/1,5200,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2023/7/1,5300,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1327
ECC|000000000000030873_All Other,2023/8/1,5750,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2023/9/1,3800,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2023/10/1,6600,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2023/11/1,4000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2023/12/1,3850,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2024/1/1,8200,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_All Other,2024/2/1,9600,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2024/3/1,6550,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1327
ECC|000000000000030873_All Other,2024/4/1,2150,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1325
ECC|000000000000030873_All Other,2024/5/1,5950,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),All Other,1326
ECC|000000000000030873_Cardinal Medical Products,2019/2/1,2400,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2019/3/1,3300,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2019/4/1,4050,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2019/5/1,5600,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2019/6/1,4900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2019/7/1,4900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2019/8/1,3750,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2019/9/1,6800,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2019/10/1,6850,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2019/11/1,5000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2019/12/1,3650,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2020/1/1,5650,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2020/2/1,6250,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2020/3/1,8050,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2020/4/1,4700,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2020/5/1,3600,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2020/6/1,4550,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2020/7/1,4050,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2020/8/1,8400,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2020/9/1,6000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2020/10/1,7200,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2020/11/1,6200,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2020/12/1,2850,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2021/1/1,4650,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2021/2/1,3900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2021/3/1,5550,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2021/4/1,3800,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2021/5/1,3250,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2021/6/1,4300,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2021/7/1,2700,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2021/8/1,4600,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2021/9/1,5350,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2021/10/1,4200,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2021/11/1,2650,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2021/12/1,2150,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2022/1/1,1650,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2022/2/1,2100,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2022/3/1,2050,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2022/4/1,2000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2022/5/1,1750,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2022/6/1,1800,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2022/7/1,900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2022/8/1,1000,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2022/9/1,1400,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2022/10/1,1850,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2022/11/1,1950,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1326
ECC|000000000000030873_Cardinal Medical Products,2022/12/1,1350,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2023/1/1,1350,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2023/2/1,2150,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2023/3/1,2150,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2023/4/1,1550,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2023/5/1,1350,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
ECC|000000000000030873_Cardinal Medical Products,2023/6/1,1900,ECC,30873,ECC|000000000000030873,IV Pump Delivery,Alaris Medley PCA,Extension (PCA/SYP),Cardinal Medical Products,1325
