unique_id,ds,y,feature_2,feature_3,feature_4,feature_5,feature_6
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2016/11/1,0.54,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2016/12/1,0.7,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/1/1,0,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/2/1,0.4,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/3/1,1.77,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/4/1,1.3,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/5/1,0.355,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/6/1,1.596,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/7/1,2.1,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/8/1,2.62,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/9/1,1.08,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/10/1,0.4,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/11/1,3.572,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
007d4a1214289aea09b9759ae1324e96_d3d9446802a44259755d38e6d163e820,2017/12/1,0.755,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/3/1,21,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/4/1,9,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/5/1,738,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/6/1,306,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/7/1,330,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/8/1,141,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/9/1,78,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/10/1,18,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/11/1,72,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2016/12/1,63,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/1/1,18,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/2/1,3,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/3/1,27,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/4/1,171,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/5/1,186,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/6/1,174,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/7/1,323,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/8/1,220,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/9/1,48,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/10/1,12,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/11/1,4,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_1f0e3dad99908345f7439f8ffabdffc4,2017/12/1,22,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/2/1,51,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/3/1,186,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/4/1,93,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/5/1,99,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/6/1,24,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/7/1,93,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/8/1,87,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/9/1,96,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/10/1,54,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/11/1,87,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2016/12/1,60,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/1/1,60,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/2/1,92,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/3/1,48,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/4/1,177,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/5/1,102,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/6/1,132,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/7/1,84,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/8/1,132,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/9/1,39,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/10/1,39,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/11/1,111,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_33e75ff09dd601bbe69f351039152189,2017/12/1,39,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/2/1,3,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/3/1,452,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/4/1,474,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/5/1,105,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/6/1,127,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/7/1,165,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/8/1,163,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/9/1,91,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/10/1,105,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/11/1,88,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2016/12/1,73,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2017/1/1,90,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2017/2/1,1023,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2017/3/1,150,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2017/4/1,88,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2017/5/1,257,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
17a3120e4e5fbdc3cb5b5f946809b06a_3c59dc048e8850243be8079a5c74d079,2017/6/1,159,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709
