feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
2017-02-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.4
2017-03-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,1.77
2017-04-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,1.3
2017-05-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.355
2017-06-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,1.596
2017-07-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,2.1
2017-08-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,2.62
2017-09-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,1.08
2017-10-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.4
2017-11-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,3.572
2017-12-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.7550000000000001
2018-01-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,2.38
2018-02-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.14
2018-03-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,1.46
2018-04-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,3.4370000000000003
2018-05-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,5.42
2018-06-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,2.483
2018-07-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.632
2018-08-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,2.912
2018-09-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.5750000000000001
2018-10-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,1.24
2018-11-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.7
2018-12-01,007d4a1214289aea09b9759ae1324e96,d3d9446802a44259755d38e6d163e820,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.15
2016-01-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,24.0
2016-03-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,21.0
2016-04-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,9.0
2016-05-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,738.0
2016-06-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,306.0
2016-07-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,330.0
2016-08-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,141.0
2016-09-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,78.0
2016-10-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,18.0
2016-11-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,72.0
2016-12-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,63.0
2017-01-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,18.0
2017-02-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,3.0
2017-03-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,27.0
2017-04-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,171.0
2017-05-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,186.0
2017-06-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,174.0
2017-07-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,323.0
2017-08-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,220.0
2017-09-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,48.0
2017-10-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,12.0
2017-11-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,4.0
2017-12-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,22.0
2018-01-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,6.0
2018-02-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,3.0
2018-03-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,42.0
2018-04-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,18.0
2018-05-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,90.0
2018-06-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,15.0
2018-07-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,213.0
2018-08-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,51.0
2018-09-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,273.0
2018-11-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,153.0
2018-12-01,17a3120e4e5fbdc3cb5b5f946809b06a,1f0e3dad99908345f7439f8ffabdffc4,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,18.0
2016-01-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,114.0
2016-02-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,51.0
2016-03-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,186.0
2016-04-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,93.0
2016-05-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,99.0
2016-06-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,24.0
2016-07-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,93.0
2016-08-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,87.0
2016-09-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,96.0
2016-10-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,54.0
2016-11-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,87.0
2016-12-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,60.0
2017-01-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,60.0
2017-02-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,92.0
2017-03-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,48.0
2017-04-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,177.0
2017-05-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,102.0
2017-06-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,132.0
2017-07-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,84.0
2017-08-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,132.0
2017-09-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,39.0
2017-10-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,39.0
2017-11-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,111.0
2017-12-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,39.0
2018-01-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,42.0
2018-02-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,12.0
2018-03-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,39.0
2018-04-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,78.0
2018-05-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,102.0
2018-06-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,33.0
2018-07-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,27.0
2018-08-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,27.0
2018-09-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,57.0
2018-10-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,33.0
2018-11-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,75.0
2018-12-01,17a3120e4e5fbdc3cb5b5f946809b06a,33e75ff09dd601bbe69f351039152189,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,18.0
2016-01-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,103.0
2016-02-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,3.0
2016-03-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,452.0
2016-04-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,474.0
2016-05-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,105.0
2016-06-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,127.0
2016-07-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,165.0
2016-08-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,163.0
2016-09-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,91.0
2016-10-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,105.0
2016-11-01,17a3120e4e5fbdc3cb5b5f946809b06a,3c59dc048e8850243be8079a5c74d079,664b515d6c430c343894da0742c5c689,0d61f8370cad1d412f80b84d143e1257,6e5a24d315dfd580a31d1ce3c36dc709,88.0
